ID,Application_Date,Applicant_Income,Applicant_Age,Loan_Amount,Loan_Term,Credit_Score,Employment_Years,Education_Level,Current_Address_Years,Has_Collateral,Debt_To_Income_Ratio,Approved
15444,1/4/2021,73610,37,250820,8,703,10,Postgraduate,1,1,2.019398642,1
3791,1/4/2021,31490,56,280350,8,610,25,High School,5,1,0.427744996,1
12854,1/4/2021,89780,44,234560,6,320,7,Doctoral,6,0,1.791423002,0
18479,1/4/2021,97730,57,54640,9,466,17,Bachelor,9,1,0.387041652,1
11867,1/4/2021,88730,56,202640,7,303,29,Postgraduate,13,1,0.115878147,1
15464,1/4/2021,94890,21,259680,8,345,5,Doctoral,1,1,0.631300296,1
19788,1/4/2021,62630,35,75190,4,527,23,Bachelor,10,0,0.290060852,0
10291,1/4/2021,85680,46,168910,8,490,3,Doctoral,8,1,0.237734984,1
2390,1/4/2021,90300,38,275880,2,627,13,Bachelor,13,1,0.4502731,1
23945,1/5/2021,47830,57,103750,4,732,4,Bachelor,7,1,0.106511831,1
3912,1/6/2021,32300,46,272720,5,563,10,Bachelor,4,0,0.476745396,0
21562,1/6/2021,32610,53,250530,9,312,7,Postgraduate,10,1,0.765918421,1
1973,1/7/2021,46020,56,195750,9,603,12,Postgraduate,2,1,0.246958637,1
6845,1/7/2021,42560,59,264450,3,301,3,Postgraduate,9,0,0.113567773,0
21022,1/7/2021,40830,38,192610,4,508,16,Postgraduate,1,0,0.08861417,0
21601,1/7/2021,63980,27,80000,3,311,13,Doctoral,9,1,0.489328933,0
11489,1/7/2021,53120,31,260700,9,613,14,Postgraduate,5,0,0.30383229,1
20422,1/7/2021,58200,31,265740,5,472,24,Postgraduate,11,0,0.5607733,1
15683,1/7/2021,95930,46,81770,2,412,6,Postgraduate,8,1,1.07436919,0
18828,1/7/2021,82380,30,156570,6,393,16,Bachelor,4,1,0.17814633,1
16077,1/7/2021,50840,22,102720,6,350,15,Doctoral,11,0,0.513151699,1
7923,1/7/2021,74310,46,103080,3,647,2,Doctoral,11,1,0.136112506,0
3815,1/8/2021,73430,45,71760,4,711,15,Postgraduate,6,0,2.374501992,0
5310,1/8/2021,86250,45,228580,9,279,1,Bachelor,12,1,0.315048465,0
3295,1/8/2021,63130,36,76410,3,677,1,Bachelor,2,1,0.751758312,0
15134,1/8/2021,43460,57,221530,6,716,6,Postgraduate,5,1,0.112999316,1
3339,1/8/2021,36860,35,239430,6,264,24,High School,6,1,0.91405821,1
4263,1/8/2021,36100,55,215600,8,691,22,Bachelor,14,0,3.592674806,0
9112,1/8/2021,69980,43,109950,5,710,17,Bachelor,6,1,0.994316836,0
8178,1/8/2021,36170,56,135070,5,524,4,Bachelor,7,0,0.730786007,0
23922,1/11/2021,66570,57,263630,3,615,18,Doctoral,6,1,1.026997332,1
20494,1/11/2021,75870,35,233350,8,663,9,Postgraduate,7,1,1.494538733,1
7250,1/11/2021,80740,33,120150,1,648,18,Bachelor,10,1,0.137913685,1
18662,1/11/2021,40920,55,228810,9,363,24,High School,8,0,0.316821918,0
3513,1/11/2021,49050,59,78120,9,304,25,Doctoral,10,1,0.547229219,1
20676,1/11/2021,91190,38,66700,5,740,23,Postgraduate,2,0,0.257337388,1
15587,1/12/2021,59940,46,63080,1,321,9,Bachelor,4,1,0.713506898,0
13910,1/12/2021,79820,32,287690,3,410,9,Bachelor,12,1,0.655981827,1
23219,1/12/2021,88070,36,194280,3,306,21,Doctoral,6,0,0.353187355,0
23691,1/12/2021,63500,50,126880,1,423,7,Bachelor,13,0,0.702383463,0
3781,1/12/2021,65490,46,176480,6,468,15,High School,8,0,0.434578683,0
17497,1/12/2021,36820,22,197390,9,580,13,High School,1,0,1.528566163,0
11218,1/12/2021,65350,25,272610,2,606,25,Postgraduate,14,0,0.377954512,1
15424,1/12/2021,68110,52,177890,1,685,11,Bachelor,3,0,0.560349212,1
13856,1/12/2021,79440,58,212190,8,489,9,Doctoral,1,0,0.46253767,0
14423,1/12/2021,60140,43,212450,1,448,17,Doctoral,14,1,1.421487603,0
4847,1/12/2021,65580,31,177090,5,302,26,High School,1,1,0.366800938,0
23762,1/12/2021,88790,54,205890,5,559,27,Bachelor,3,1,0.613683483,1
16890,1/12/2021,79080,49,276470,6,716,10,Postgraduate,1,1,0.578131375,0
8196,1/12/2021,58740,21,162190,8,702,4,High School,4,1,1.441747573,1
4833,1/12/2021,72640,26,114170,2,536,21,Bachelor,6,1,0.377848707,1
22187,1/13/2021,50870,48,260430,5,401,16,Bachelor,6,0,0.930894721,0
22459,1/13/2021,61720,55,157050,8,486,20,Postgraduate,8,1,0.239950839,1
4073,1/13/2021,78080,31,288140,6,549,18,Doctoral,1,1,1.397069816,0
15395,1/13/2021,42430,33,81560,9,429,4,Postgraduate,7,0,1.064358231,0
5930,1/13/2021,52130,40,51160,3,555,29,Bachelor,3,0,1.919742238,0
10028,1/13/2021,42840,37,204550,2,302,4,Postgraduate,9,1,0.958018725,1
11157,1/13/2021,84910,42,274780,9,544,15,Bachelor,4,0,0.618241124,0
2581,1/14/2021,91330,22,288090,6,451,3,Postgraduate,6,0,0.659478733,0
1329,1/14/2021,81560,48,74100,8,285,17,Bachelor,14,0,0.673877417,0
15798,1/14/2021,58390,25,258360,7,286,11,Bachelor,4,1,0.239287965,1
14273,1/15/2021,85100,37,147670,4,278,28,Postgraduate,14,0,0.387223587,0
20747,1/15/2021,92750,45,120350,1,700,24,Bachelor,3,1,0.346907056,1
6149,1/15/2021,52570,24,268920,1,502,6,High School,7,1,0.261111111,0
20938,1/15/2021,85250,45,160680,7,286,5,Bachelor,5,0,0.771579805,1
1733,1/15/2021,94860,52,103250,5,406,1,Postgraduate,4,0,0.272852045,0
12554,1/15/2021,69130,26,168740,8,661,28,Bachelor,3,0,3.158139535,0
19816,1/15/2021,91560,32,186960,9,708,25,Bachelor,2,1,0.761213866,1
7215,1/18/2021,39040,25,256370,6,493,5,High School,13,0,0.502286446,0
8061,1/18/2021,60770,52,286710,1,457,25,Postgraduate,5,1,1.42924614,1
24158,1/18/2021,68070,56,117160,2,654,7,Postgraduate,6,0,0.338442921,0
5158,1/19/2021,58960,44,55730,7,407,19,Doctoral,12,0,1.201999246,1
11182,1/19/2021,68520,51,57900,5,283,10,Postgraduate,9,1,1.153513202,1
12499,1/19/2021,65870,34,175070,3,720,1,Doctoral,7,0,0.355321159,0
7151,1/19/2021,61650,23,159810,1,298,7,Doctoral,12,1,0.333436917,1
18455,1/19/2021,95030,38,230040,4,693,21,Bachelor,1,1,1.121157324,0
4559,1/19/2021,61330,26,138430,7,639,13,Bachelor,7,1,0.82946376,0
7701,1/19/2021,78220,50,130600,3,600,23,Bachelor,2,0,0.328292915,0
11870,1/19/2021,48170,43,63280,4,612,5,Postgraduate,2,0,0.764147688,0
18592,1/19/2021,98430,42,269640,9,655,19,Postgraduate,13,1,0.969142259,1
19872,1/19/2021,32990,54,81020,5,784,6,Bachelor,11,1,0.304108127,0
2383,1/19/2021,76170,29,258260,7,433,13,Bachelor,2,1,0.115281968,0
9750,1/19/2021,70630,52,115210,2,684,13,Bachelor,10,0,0.559889009,0
12184,1/19/2021,68430,44,291620,7,749,3,High School,7,1,0.531848222,1
13637,1/19/2021,35420,29,180630,8,665,8,Doctoral,3,0,0.253440752,0
22219,1/19/2021,82300,27,111360,5,710,19,Postgraduate,2,1,0.26169265,1
5088,1/20/2021,34210,59,153520,1,367,20,Bachelor,6,0,1.498385895,0
9948,1/20/2021,52840,47,292500,2,501,20,Bachelor,4,1,0.528524821,1
9717,1/20/2021,63280,27,142830,9,274,26,Postgraduate,14,1,0.5218247,0
20521,1/20/2021,44800,58,77790,2,426,26,Bachelor,5,0,0.51705994,1
9330,1/20/2021,70310,38,73120,4,405,23,Postgraduate,6,0,0.759844322,1
9081,1/20/2021,77850,36,110290,8,335,14,High School,11,0,0.533404941,0
2515,1/20/2021,36120,51,182370,4,330,4,Doctoral,5,0,0.503454231,0
17310,1/20/2021,73990,28,178750,8,734,25,High School,10,0,0.096052897,0
23619,1/20/2021,83980,42,199220,6,750,26,Postgraduate,5,1,0.206393544,0
15266,1/21/2021,58370,47,51490,9,775,11,Bachelor,14,1,0.849093812,1
10032,1/21/2021,67110,51,76720,5,510,8,Bachelor,7,1,0.69982831,1
17567,1/21/2021,77500,35,243300,8,498,13,Postgraduate,14,0,1.021436424,0
21092,1/21/2021,76690,52,51990,9,279,24,Postgraduate,8,0,0.603922809,0
18060,1/21/2021,35890,52,288430,7,473,3,Doctoral,5,0,0.281889349,0
7129,1/21/2021,40290,38,78230,1,691,3,Postgraduate,5,0,1.096545342,0
6260,1/21/2021,60480,30,278780,3,729,3,Doctoral,1,0,0.777301221,0
16755,1/21/2021,63510,23,274170,7,699,8,Bachelor,13,1,0.78133783,1
23141,1/21/2021,88400,30,125410,4,329,5,Postgraduate,14,0,2.267431598,0
7184,1/22/2021,97790,29,164870,5,712,21,Bachelor,4,0,0.227270372,0
2112,1/22/2021,31800,59,202990,6,641,14,Bachelor,14,0,0.5,0
5531,1/22/2021,65210,45,269750,6,317,10,High School,4,1,0.323465927,0
14100,1/22/2021,33840,44,107900,7,326,23,Postgraduate,6,0,1.050912176,0
2476,1/22/2021,53050,21,84680,9,531,14,Bachelor,5,0,0.588826415,1
14732,1/22/2021,49500,37,163180,5,523,16,Postgraduate,7,1,0.327303989,0
19078,1/22/2021,57490,21,191060,9,262,10,High School,14,1,0.327078848,1
19926,1/22/2021,98990,54,173570,4,392,27,Postgraduate,5,1,0.145220988,1
11767,1/22/2021,54700,50,239180,9,590,12,Postgraduate,4,1,0.112041211,1
1428,1/22/2021,55660,25,91730,5,728,28,Postgraduate,4,0,0.861523244,1
23353,1/22/2021,91760,29,61630,2,316,27,Doctoral,10,1,1.038955355,1
3100,1/25/2021,89120,58,212630,4,580,21,Postgraduate,5,1,1.564179854,1
3640,1/25/2021,67720,37,56130,2,641,2,Bachelor,10,0,0.66438672,0
13329,1/26/2021,35070,25,248680,5,743,11,Bachelor,6,0,0.449852507,1
5936,1/26/2021,88410,25,51350,7,654,8,Bachelor,4,1,0.351078525,0
10031,1/26/2021,39000,58,108720,8,394,12,High School,10,1,0.334934527,0
20766,1/26/2021,72980,32,212540,4,799,5,Doctoral,1,1,0.447588177,1
13056,1/26/2021,89890,46,246370,3,729,8,Bachelor,9,1,0.547761092,1
2628,1/26/2021,99720,31,153650,5,498,27,High School,9,0,0.147170756,0
17330,1/26/2021,43280,53,138390,9,718,28,Postgraduate,11,0,0.272402419,0
18779,1/27/2021,48840,35,156480,9,674,5,Doctoral,6,1,0.481832238,1
23045,1/27/2021,81570,59,273210,1,499,12,Postgraduate,2,1,0.249407613,1
9824,1/27/2021,66730,30,286020,9,697,24,Postgraduate,8,1,0.068999431,1
4926,1/27/2021,69310,51,57360,8,647,22,Doctoral,10,0,0.327366084,0
11597,1/27/2021,56240,52,108120,7,514,26,Postgraduate,13,0,0.992134063,1
18258,1/27/2021,65730,22,208350,3,660,2,Bachelor,3,1,0.367970422,0
21836,1/27/2021,69690,28,122100,2,330,3,Postgraduate,8,0,0.962319311,0
10148,1/28/2021,47570,35,297900,5,343,7,Doctoral,8,1,0.702473498,1
20774,1/28/2021,49970,29,85650,7,710,16,Bachelor,5,1,0.219673986,0
11709,1/28/2021,36750,55,131400,5,601,29,High School,2,1,1.205589375,1
3651,1/28/2021,70370,55,112730,5,644,19,Bachelor,3,1,0.427089723,0
12270,1/28/2021,54210,49,94950,1,767,11,Doctoral,13,0,0.51342744,1
10012,1/28/2021,32150,39,268300,8,502,4,Postgraduate,7,1,0.660763411,1
16704,1/28/2021,32770,57,163040,7,684,22,Doctoral,3,1,0.346157311,1
23939,1/29/2021,90610,54,154180,7,695,19,Doctoral,5,1,0.314027196,0
10069,1/29/2021,65720,50,131750,2,526,18,Bachelor,7,0,0.28456171,0
19982,2/1/2021,90030,46,256140,1,660,6,Bachelor,11,0,0.94137606,0
23839,2/1/2021,42310,28,71820,9,502,23,Bachelor,10,1,0.050750932,0
16247,2/1/2021,77320,41,110070,4,457,20,Postgraduate,8,0,2.948664586,0
2589,2/1/2021,64610,37,123760,2,719,28,Doctoral,14,1,1.073194997,1
15767,2/1/2021,67900,29,293870,7,684,26,Bachelor,6,1,0.295637792,1
2218,2/1/2021,33000,43,163810,1,565,22,Postgraduate,11,0,0.166871453,0
16143,2/1/2021,86040,58,76490,8,492,23,Postgraduate,11,0,1.245088033,0
19940,2/2/2021,98450,37,69600,9,259,6,Bachelor,1,1,0.208214232,1
7720,2/2/2021,89580,45,253470,2,516,8,Bachelor,6,1,0.806654037,1
3389,2/2/2021,72080,46,208800,8,614,26,Doctoral,11,1,0.111430752,1
1763,2/2/2021,48900,33,196950,6,698,21,Postgraduate,11,1,0.862544056,0
4131,2/3/2021,62890,53,263300,7,361,19,Bachelor,9,0,0.775824854,1
12131,2/4/2021,82760,54,190190,4,411,23,Bachelor,3,0,0.376879888,0
14945,2/4/2021,59130,42,267640,6,695,11,Bachelor,8,0,0.390133441,0
22376,2/4/2021,38290,27,82680,3,305,3,Bachelor,9,1,0.843081582,0
22279,2/4/2021,68790,54,223400,6,688,23,Bachelor,10,0,0.09321144,0
9072,2/4/2021,74820,22,196080,7,431,7,Bachelor,14,1,0.587249796,1
22861,2/5/2021,44870,30,58270,2,346,29,High School,7,1,0.085773944,1
18831,2/5/2021,50990,47,217250,8,784,25,Bachelor,11,1,0.234552968,1
17500,2/5/2021,58080,58,261790,1,580,4,Postgraduate,7,1,2.993339676,1
21231,2/5/2021,80800,51,233140,8,486,15,High School,11,1,0.78074677,1
3695,2/5/2021,45390,41,244710,3,679,13,Bachelor,7,1,0.268063275,1
24337,2/5/2021,55420,30,148600,9,773,26,Bachelor,12,1,0.562592202,1
13423,2/5/2021,98870,58,134350,4,643,29,Postgraduate,14,1,0.633023075,1
12932,2/5/2021,92860,31,58440,3,480,4,Bachelor,12,0,0.05931222,0
22855,2/5/2021,70890,43,278760,2,767,1,Postgraduate,4,0,0.563057605,1
16846,2/8/2021,99170,33,86830,8,397,19,Postgraduate,4,1,0.366180758,1
5935,2/8/2021,35110,35,57370,1,476,28,Bachelor,6,0,0.155784217,0
2431,2/8/2021,35650,55,291670,4,465,25,Bachelor,10,0,0.937491827,0
12177,2/8/2021,71230,46,70490,9,514,29,Bachelor,14,0,0.576119982,0
17952,2/8/2021,39970,24,138050,2,338,4,Bachelor,5,1,0.837868696,1
22245,2/8/2021,42010,32,85490,1,768,25,Doctoral,13,0,0.571603521,1
2367,2/8/2021,77720,28,178910,9,353,10,Doctoral,9,0,0.332798441,0
4361,2/8/2021,98640,54,112550,2,482,2,Bachelor,7,0,0.277992278,0
18297,2/8/2021,45840,39,65300,2,560,25,Postgraduate,2,0,0.266078589,1
12532,2/8/2021,36450,42,170720,3,442,19,Doctoral,6,0,0.48987137,0
21919,2/8/2021,80770,31,87540,9,537,8,Bachelor,12,0,0.099977329,0
10157,2/8/2021,95350,50,232980,7,327,6,High School,3,1,0.206487733,1
5503,2/9/2021,32440,40,247080,4,252,19,Bachelor,1,1,1.115166261,0
22507,2/9/2021,64440,32,222430,6,584,11,Postgraduate,12,0,1.190543153,0
15322,2/9/2021,98150,55,260020,5,430,21,Postgraduate,2,1,0.79639079,0
1099,2/9/2021,84120,26,143360,6,448,6,Postgraduate,2,1,0.49349711,1
22237,2/9/2021,84860,51,164280,5,559,1,Bachelor,2,0,1.196499715,1
9239,2/9/2021,82420,21,135510,3,402,17,Doctoral,6,0,1.135578476,0
16445,2/9/2021,94190,32,295620,2,528,4,Bachelor,4,1,0.216331545,1
6052,2/10/2021,84100,25,232380,1,343,3,Postgraduate,5,0,0.374461207,0
6784,2/10/2021,59890,26,107550,3,540,24,Bachelor,1,0,0.145953838,0
5072,2/10/2021,76940,35,155730,5,450,25,Bachelor,10,0,2.658767773,0
22909,2/10/2021,50620,56,276360,2,343,3,Postgraduate,3,0,0.265613634,0
16854,2/10/2021,63650,49,58030,1,629,28,Bachelor,14,1,1.091099916,1
12726,2/10/2021,80780,34,252150,2,762,9,Bachelor,11,0,0.739421148,0
2526,2/10/2021,43700,42,161050,5,581,18,Bachelor,9,1,0.443331143,0
13243,2/11/2021,55820,59,86740,6,366,21,Bachelor,9,0,0.579540621,0
11773,2/12/2021,58640,34,114450,2,333,15,Bachelor,12,1,0.383809524,0
11082,2/12/2021,61850,38,60300,8,619,13,Postgraduate,8,0,0.212144978,0
11206,2/12/2021,70270,47,293070,4,312,10,Doctoral,12,1,1.734093501,0
11314,2/12/2021,37990,49,196480,3,435,6,Postgraduate,10,1,0.125778881,1
11777,2/12/2021,31090,43,171410,8,693,11,Doctoral,14,0,0.212233457,1
13827,2/15/2021,67350,26,170010,8,721,9,Postgraduate,10,1,0.499403128,1
4728,2/15/2021,66350,46,253330,2,455,29,Bachelor,3,0,0.175574205,0
14899,2/15/2021,76910,35,207780,8,376,29,Postgraduate,8,1,0.551573078,0
1180,2/15/2021,31240,28,261790,8,340,2,Doctoral,3,1,0.138268862,0
15651,2/15/2021,69130,33,190540,1,301,13,Postgraduate,10,0,0.679696057,1
3561,2/15/2021,84980,51,137650,6,665,5,Doctoral,9,0,0.256389222,0
8862,2/15/2021,62300,35,161980,8,396,16,Postgraduate,2,1,0.310578745,1
21438,2/15/2021,58280,55,218390,6,752,8,Doctoral,11,1,0.720303724,1
18219,2/15/2021,59520,48,227110,9,557,20,Bachelor,12,1,0.46862058,0
22148,2/15/2021,40630,38,99640,2,326,21,Postgraduate,13,1,0.482344875,1
21841,2/15/2021,55660,54,158110,5,495,12,Bachelor,4,1,2.33254717,1
12399,2/15/2021,33300,27,137350,5,458,9,Postgraduate,4,1,0.440987692,1
18533,2/17/2021,36400,36,182950,7,443,11,Doctoral,12,1,0.975468332,1
9697,2/17/2021,71670,38,286330,7,473,2,Postgraduate,1,1,0.343701828,0
16529,2/17/2021,77880,52,54020,2,611,9,Doctoral,11,1,0.290492668,1
14575,2/17/2021,51930,29,221950,3,630,19,Bachelor,9,0,0.182858837,0
18208,2/17/2021,88160,39,51970,8,273,21,Bachelor,4,1,0.185586086,1
14011,2/17/2021,66060,25,159670,4,714,21,Postgraduate,8,1,0.562804454,0
8792,2/17/2021,53600,23,50210,3,725,4,High School,12,1,0.643532664,1
21886,2/17/2021,98990,53,81040,2,645,9,Postgraduate,8,1,1.243063263,1
10657,2/17/2021,83750,38,178980,3,474,24,Doctoral,6,0,0.132196604,1
3937,2/17/2021,56510,21,229390,6,630,19,Bachelor,8,1,0.170010879,1
12534,2/17/2021,91890,22,194000,3,529,13,Bachelor,2,0,1.510450686,0
14510,2/18/2021,81330,21,97780,1,277,11,Bachelor,13,1,1.042886788,1
16782,2/19/2021,67110,59,154400,5,468,4,Doctoral,6,0,0.585053745,0
18069,2/19/2021,49020,45,134330,7,526,28,Bachelor,2,0,0.617463405,0
22937,2/19/2021,77130,44,227800,6,354,6,Bachelor,9,0,1.160954099,0
2280,2/22/2021,68990,50,181150,7,280,18,Postgraduate,1,0,0.806818182,0
21903,2/22/2021,95520,58,56520,9,413,17,Doctoral,13,1,0.999728076,0
11024,2/22/2021,54510,59,283130,1,582,7,High School,6,1,0.138251572,0
4725,2/22/2021,67060,31,160710,6,511,29,Doctoral,7,0,0.243969565,1
6915,2/22/2021,73240,41,118030,9,425,18,High School,7,0,0.101944369,1
15895,2/22/2021,98730,25,110460,4,598,14,Bachelor,14,1,2.964432797,0
11089,2/22/2021,81510,48,95210,1,485,8,Doctoral,8,0,0.737802607,0
9331,2/22/2021,55460,53,138710,4,688,16,Bachelor,12,0,1.321243523,1
17487,2/22/2021,90150,48,203190,5,401,17,Bachelor,9,1,1.327439646,0
4917,2/22/2021,83100,33,257660,2,496,29,Doctoral,11,1,0.255724976,1
20188,2/22/2021,55680,52,153650,8,770,18,Bachelor,13,0,0.647959635,0
5672,2/22/2021,98670,49,146630,7,410,28,Postgraduate,14,0,1.20513203,0
17204,2/23/2021,53220,35,168370,9,392,9,Doctoral,1,0,0.763963821,0
18625,2/23/2021,78440,22,211140,9,791,12,Bachelor,1,0,1.483851433,1
8418,2/23/2021,81500,50,260880,1,371,8,Bachelor,4,1,3.695609756,1
19874,2/23/2021,50430,33,253230,7,267,9,Bachelor,14,0,0.595464521,0
13056,2/23/2021,74160,50,189090,1,391,13,Postgraduate,13,0,0.499112457,0
22128,2/23/2021,33600,27,82240,7,339,10,Bachelor,5,1,0.542880096,1
9597,2/23/2021,41200,37,255460,4,769,11,Doctoral,11,0,0.883027523,1
24444,2/24/2021,41200,31,284890,1,682,20,Bachelor,8,0,0.658623771,1
19746,2/24/2021,90080,57,191890,7,794,23,Bachelor,4,1,0.200563579,0
3047,2/24/2021,60580,29,92500,9,547,9,Doctoral,3,1,0.331741631,0
11370,2/24/2021,55000,48,194500,2,698,15,Bachelor,9,1,0.102750741,0
13798,2/24/2021,67380,21,132290,8,313,3,Bachelor,14,0,0.190570843,0
7502,2/24/2021,67260,33,213020,2,495,21,Bachelor,12,1,0.446184161,1
17512,2/24/2021,94410,39,297650,1,330,5,Doctoral,1,1,0.270517176,1
15123,2/26/2021,40660,37,115840,1,260,23,Doctoral,3,1,0.27846125,1
9305,2/26/2021,71430,49,91210,1,322,6,Postgraduate,3,0,0.569017929,1
24257,2/26/2021,45770,57,116200,6,673,16,Postgraduate,9,1,0.773576258,1
16756,2/26/2021,53900,57,257570,3,779,26,Bachelor,1,1,0.168923077,1
3852,2/26/2021,33770,57,99010,6,280,22,Bachelor,14,1,0.448938478,1
9127,2/26/2021,91000,55,262290,9,610,20,Postgraduate,7,0,0.116715191,0
9636,2/26/2021,80490,53,111010,6,299,21,Bachelor,3,0,3.422180801,0
11216,2/26/2021,92730,40,208170,2,268,4,Doctoral,6,0,0.074656467,1
11966,2/26/2021,94710,58,76110,4,401,8,Bachelor,7,0,0.882582516,0
15924,2/26/2021,88900,47,86320,6,566,13,Bachelor,11,1,0.38387442,1
8305,3/1/2021,98940,31,118330,5,326,7,Bachelor,1,0,0.326764371,1
18338,3/1/2021,39640,25,172590,8,381,27,Postgraduate,14,0,0.960828781,0
15648,3/1/2021,47660,32,110200,5,462,13,Doctoral,1,0,0.618719734,0
1629,3/1/2021,54570,39,298060,9,546,20,Doctoral,14,0,0.574196994,1
11267,3/1/2021,98700,55,109190,9,597,25,Doctoral,6,0,1.852978135,0
12651,3/1/2021,52430,51,215060,6,747,3,High School,12,1,0.208931918,1
6994,3/1/2021,88470,41,146390,2,437,27,Postgraduate,1,1,2.523076923,1
8218,3/1/2021,80740,26,145250,3,596,1,Doctoral,10,0,0.078902715,0
18461,3/1/2021,57140,40,178140,1,656,13,Postgraduate,8,1,0.587376645,1
1666,3/2/2021,66440,34,239620,4,357,10,Postgraduate,2,1,0.084461196,0
23137,3/3/2021,51260,55,278470,1,418,26,Bachelor,2,0,1.62898494,0
8063,3/3/2021,56010,44,295030,3,595,1,Postgraduate,6,0,0.442282554,0
13536,3/3/2021,83450,56,284760,6,793,24,Bachelor,7,1,0.136008192,1
15194,3/3/2021,79140,43,151880,6,730,3,Bachelor,11,0,0.52857763,1
15526,3/3/2021,32800,53,56500,9,587,5,Bachelor,5,0,0.721132287,0
11136,3/3/2021,43540,56,146540,7,797,24,High School,10,0,0.394452774,0
4658,3/3/2021,33810,57,137600,6,578,29,Postgraduate,9,0,1.054308252,0
1820,3/3/2021,95000,32,180510,5,688,14,Doctoral,1,0,0.69560638,0
23005,3/4/2021,76560,49,169080,3,761,24,Doctoral,1,1,0.189826734,1
5882,3/4/2021,43410,58,268720,1,299,16,Doctoral,7,1,0.530572207,1
15453,3/5/2021,87210,37,144080,8,585,12,Doctoral,12,0,0.775805271,0
3417,3/8/2021,33230,22,174730,7,327,28,Postgraduate,7,0,0.128452526,0
23851,3/8/2021,68770,38,135750,1,473,19,High School,3,0,2.123492631,0
9360,3/8/2021,42890,22,129760,1,638,21,High School,6,1,0.609873463,1
10650,3/8/2021,94920,43,239850,3,526,24,Postgraduate,1,1,0.597235785,1
15992,3/8/2021,81930,53,189650,8,719,12,Bachelor,11,1,2.854396925,1
9841,3/8/2021,88190,46,52990,5,554,27,Bachelor,3,0,2.675602491,1
21419,3/8/2021,68410,40,222900,5,740,11,Bachelor,6,1,0.207902634,1
17309,3/9/2021,78060,26,268900,4,545,9,Postgraduate,9,0,0.230731865,1
8554,3/9/2021,92490,45,227230,9,599,24,Postgraduate,12,1,0.403281053,1
21684,3/9/2021,54140,37,182240,4,385,12,Postgraduate,4,1,0.284919622,1
19005,3/10/2021,90790,51,222500,9,295,25,Doctoral,3,0,0.487179487,1
8479,3/10/2021,74260,58,196250,6,304,19,Doctoral,14,0,0.259969062,1
16368,3/10/2021,70750,25,109170,6,282,8,Bachelor,2,1,1.413869188,0
8630,3/10/2021,43380,59,167560,4,706,9,Doctoral,9,1,0.478592533,1
3539,3/10/2021,95330,43,112540,4,628,20,Postgraduate,6,0,0.393850659,0
13752,3/10/2021,32700,57,141490,6,532,7,Postgraduate,4,0,1.187192724,0
2163,3/10/2021,79180,23,191140,6,261,13,Bachelor,14,1,0.870160626,0
19739,3/10/2021,41140,35,101180,1,616,10,Doctoral,14,1,0.375976356,0
20680,3/10/2021,80600,48,205560,2,378,10,Postgraduate,11,1,0.536131,1
24546,3/10/2021,91770,45,52810,2,399,24,Bachelor,9,0,0.577111984,0
22615,3/11/2021,70870,32,68200,2,253,19,Bachelor,10,1,0.079613664,1
23874,3/11/2021,78930,21,75690,8,526,27,Bachelor,3,0,1.123615479,0
4134,3/11/2021,87270,47,103450,2,652,22,Postgraduate,3,0,2.369415808,1
19592,3/11/2021,95580,38,74130,2,760,14,Bachelor,3,1,0.586448814,1
22750,3/11/2021,78430,55,167890,7,763,27,Doctoral,3,1,0.658675025,1
10472,3/11/2021,51260,50,215520,2,358,27,Bachelor,11,0,0.274078662,0
4170,3/11/2021,63750,26,83470,9,470,16,Doctoral,4,0,1.663852031,0
5002,3/11/2021,66480,21,107230,8,544,8,Doctoral,10,0,0.387077802,0
24466,3/11/2021,96190,46,272960,9,785,24,Doctoral,4,1,1.295272893,1
16146,3/11/2021,33830,49,294830,4,314,7,Bachelor,9,0,0.636823667,0
1343,3/11/2021,82540,50,163440,9,499,6,Postgraduate,8,0,0.112444421,1
10389,3/11/2021,51820,34,118170,3,273,22,Postgraduate,6,1,0.795716326,1
1773,3/12/2021,95480,37,262800,3,624,12,Bachelor,2,1,0.186348272,1
2403,3/12/2021,60920,39,69820,2,284,16,Bachelor,4,1,0.159162889,0
22459,3/12/2021,44330,51,94950,2,371,8,Doctoral,10,0,0.213177099,0
14122,3/12/2021,76260,23,166700,9,645,22,High School,7,1,0.634541985,1
19275,3/12/2021,76170,31,253140,4,607,26,Postgraduate,9,1,0.169002019,1
4067,3/12/2021,49170,49,191900,8,592,1,Postgraduate,12,1,0.212565269,0
2006,3/12/2021,65690,58,149090,8,510,6,Doctoral,1,0,1.250059368,1
14082,3/12/2021,67750,45,152500,6,420,19,Doctoral,3,1,0.549642167,1
13532,3/12/2021,85330,33,159140,9,550,14,Bachelor,13,1,0.082487142,1
16251,3/15/2021,44440,27,185660,1,399,9,Postgraduate,5,0,1.345537757,1
17522,3/15/2021,51520,25,218780,7,273,2,Postgraduate,1,0,0.169480838,0
18800,3/15/2021,34700,40,239330,9,740,14,Bachelor,4,1,0.116308944,1
16284,3/15/2021,31400,23,168670,6,743,19,Bachelor,7,0,1.018890515,0
12700,3/15/2021,38140,55,133120,2,648,21,Bachelor,2,1,0.95729908,1
6974,3/15/2021,38050,25,85190,6,377,26,Doctoral,10,0,1.287291124,0
13965,3/15/2021,32360,39,82320,5,658,2,Postgraduate,4,0,1.321312403,0
